"RegionType","RegionName","City","State","Metro","CBSATitle","SizeRank","MarketHealthIndex","SellForGain","PrevForeclosed","ForeclosureRatio","ZHVI","MoM","YoY","ForecastYoYPctChange","StockOfREOs","NegativeEquity","Delinquency","DaysOnMarket"
"City","Sioux City","Sioux City","IA","Sioux City, IA","""Sioux City, IA-NE-SD""",412,9.91279603451441,,,,98800,0.713557594291539,12.9142857142857,,1.4,0.0945645562900165,0.0266104664355372,
"City","Bowie","Bowie","MD","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",413,0.7839177528915,,,,311500,0.613695090439277,2.33245729303548,1.60513643658877e-05,54.3,0.289776364165374,0.0798756641424471,104
"City","Kennesaw","Kennesaw","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",414,6.5476409032495,84.16,,,186100,0.485961123110151,6.89259046524986,0.039924771628157,53.4,0.132905706386131,0.0264040979129287,81
"City","Boulder","Boulder","CO","Boulder, CO","""Boulder, CO""",415,9.65485588397283,97.64,0.5564,,594500,1.15705291815552,14.392918991726,0.0327485281749369,26.9,0.0554721673034219,0.0037339376994146,56
"City","Clifton","Clifton","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",416,4.39324398751606,69.23,1.9687,2.0297,294400,1.51724137931034,0.272479564032698,0.00336277173913047,27.4,0.223289065404625,0.130070965883988,127
"City","Norwalk","Norwalk","CT","Stamford, CT","""Bridgeport-Stamford-Norwalk, CT""",417,2.1406278685515,65,4.4871,2.6388,376300,0.133049494411921,-1.56944807742611,0.00345734786074936,33.6,0.140872742840968,0.0792329014116983,108
"City","Citrus Heights","Citrus Heights","CA","Sacramento, CA","""Sacramento--Roseville--Arden-Arcade, CA""",418,5.5498439507986,92,9.7882,2.3148,246500,0.653327888934259,6.20422231796639,0.0496957403651115,63.3,0.140974869360159,0.0342487636970913,55
"City","Buena Park","Buena Park","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",419,8.20176243803929,96,2.0999,0.855,481500,0.459002712288754,6.22104566512244,0.0138359293873314,37.1,0.068465602957191,0.0245206235623579,63
"City","Town of Poughkeepsie","Town of Poughkeepsie","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",420,0.838076005140444,,,,194000,0,1.35841170323929,0.00865463917525777,56.1,0.237943688572658,0.103012604243027,183.5
"City","Gary","Gary","IN","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",421,0.968422985129429,,,,49300,-0.604838709677419,-4.642166344294,-0.00292089249492899,1.8,0.269220119584803,0.0528981343054067,108
"City","Apopka","Apopka","FL","Orlando, FL","""Orlando-Kissimmee-Sanford, FL""",422,2.43161373232972,79.03,,,174600,0.808314087759815,6.78899082568807,0.027880870561283,90.8,0.19536990215867,0.0759018783253227,90
"City","Troy","Troy","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",423,7.07086469616303,83.05,,,266200,0.188182160331201,3.21830166731291,0.0272764838467319,29.1,0.0510383466638914,0.00569988438012461,79
"City","Germantown","Germantown","MD","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",424,1.3769047181935,68.18,11.4665,1.7197,282500,0.0708466170740347,-0.528169014084507,-0.0100991150442478,52,0.205224331209476,0.0465827198730227,91
"City","Richmond","Richmond","CA","San Francisco, CA","""San Francisco-Oakland-Hayward, CA""",425,7.33798421149256,94.83,5.833,1.7745,367900,1.40573318632856,15.1486697965571,0.0451209567817341,63.9,0.140290048383677,0.0427142500601439,51
"City","Hawthorne","Hawthorne","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",426,8.84340003671746,91.67,3.4503,1.3478,495700,0.629313844904588,8.44454167578211,0.0254710510389349,85.3,0.0771173598248863,0.0305676855895196,66
"City","San Tan Valley","San Tan Valley","AZ","Phoenix, AZ","""Phoenix-Mesa-Scottsdale, AZ""",427,3.06315402974114,79.25,12.0574,5.621,161500,0.685785536159601,3.19488817891374,0.0283095975232197,98.9,0.227853074052249,0.0293103448275862,84
"City","Johnson City","Johnson City","TN","Johnson City, TN","""Johnson City, TN""",428,7.31595373600147,86.84,4.8402,3.2581,128300,0.156128024980484,2.31259968102073,0.0271395167575994,30.8,0.122580055710939,0.0112304157257874,119
"City","Chino","Chino","CA","Riverside, CA","""Riverside-San Bernardino-Ontario, CA""",429,8.28254084817331,91.18,3.454,1.3525,418800,0,2.82347164252394,0.0410888252148998,37,0.0964960542409466,0.0487315734907343,81
"City","Parma","Parma","OH","Cleveland, OH","""Cleveland-Elyria, OH""",430,3.88929686065724,,,,97000,0.936524453694069,3.19148936170213,0.0285051546391752,33.3,0.26066516553431,0.0376848826004644,80
"City","Macomb Township","Macomb Township","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",431,7.35726087754727,81.97,,,252700,0.1585414189457,5.42344597413434,0.0273288484368817,26.5,0.0611886787375623,0.0164156338694048,97
"City","Spokane Valley","Spokane Valley","WA","Spokane, WA","""Spokane-Spokane Valley, WA""",432,5.24967872223242,87.18,9.1705,5.3035,167900,0.599161174355902,7.42162507997441,0.0361167361524717,37.3,0.126524523125471,0.0399837993066187,68.5
"City","Lexington","Lexington","SC","Columbia, SC","""Columbia, SC""",433,2.3095281806499,61.8,13.2866,6.0363,145200,0,2.03794799718904,0.0363292011019283,73.9,0.10772766260828,0.0454557870012499,99
"City","Farmington Hills","Farmington Hills","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",434,5.38736919405177,76.6,,,226700,0.176756517896597,5.5891942244993,0.0366519629466255,42.9,0.110251217529589,0.0195294219683065,80
"City","Santa Barbara","Santa Barbara","CA","Santa Maria-Santa Barbara, CA","""Santa Maria-Santa Barbara, CA""",435,9.40517716174041,91.89,3.0209,,1066600,0.70814842791049,9.72122209649213,0.055961935120945,39.7,0.0402786281543265,0.0404098881874851,67
"City","Ogden","Ogden","UT","Ogden, UT","""Ogden-Clearfield, UT""",436,7.13787405911511,86.67,,,123600,0.815660685154975,8.42105263157895,0.048042071197411,59.6,0.204307261505608,0.020390401779004,76
"City","Alhambra","Alhambra","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",437,7.29208738755278,96.55,1.6781,1.2466,557200,0.0718390804597701,3.68440640119092,0.011197056712132,63.8,0.0573995951628663,0.0250766311864102,61
"City","Leesburg","Leesburg","VA","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",438,5.21663300899578,66.67,6.3442,1.4999,456700,-0.153038915609969,-0.153038915609969,-0.00631705714911324,16.7,0.104925906215109,0.0247388697392177,81
"City","Kent","Kent","WA","Seattle, WA","""Seattle-Tacoma-Bellevue, WA""",439,3.30089957774922,83.82,9.0172,7.23,289500,0.660639777468707,9.32779456193354,0.060922279792746,68.7,0.162512494304487,0.0633207180129515,55
"City","Acworth","Acworth","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",440,5.50027538094364,77.78,,,175200,0.343642611683849,5.86102719033233,0.0375171232876712,37.1,0.125874761554971,0.0290571167655894,81.5
"City","Loveland","Loveland","CO","Fort Collins, CO","""Fort Collins, CO""",441,9.4703506517349,99.3,4.317,1.2507,268100,1.16981132075472,14.377133105802,0.0411488250652741,56.4,0.0541948024496999,0.00902824264298096,59
"City","Sterling","Sterling","VA","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",442,6.75050486506334,96.43,4.2603,0.8484,370400,-0.134807225667296,-0.376546530392684,-0.00921166306695465,18.6,0.104818312822037,0.0247650374556497,66.5
"City","Cleveland","Cleveland","TN","Cleveland, TN","""Cleveland, TN""",443,3.1567835505783,89.8,11.2859,3.8835,118700,0.253378378378378,1.62671232876712,0.0232013479359729,40.4,0.13045525727945,0.0198695406507952,84
"City","Douglasville","Douglasville","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",444,3.32293005324032,63.41,,,119600,0.335570469798658,5.4673721340388,0.0394983277591974,110.2,0.278371945048206,0.049912104505834,108
"City","Redwood City","Redwood City","CA","San Francisco, CA","""San Francisco-Oakland-Hayward, CA""",445,9.6823939783367,100,2.8828,0.4489,1240800,1.33943155831428,19.5145444037758,0.0571470019342359,75.2,0.0162914217143904,0.0160924185200853,36.5
"City","Quincy","Quincy","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",446,8.8131081329172,100,12.6288,0.7908,381600,1.51636073423783,8.56330014224751,0.0352699161425576,18.3,0.0791625453931594,0.0273655629442078,70
"City","Danbury","Danbury","CT","Stamford, CT","""Bridgeport-Stamford-Norwalk, CT""",447,1.09876996511841,53.33,2.5422,2.5066,245500,-0.284321689683184,-1.28669079211902,0.0017922606924643,47.1,0.240577687099048,0.0713084236263014,105.5
"City","Arden-Arcade","Arden-Arcade","CA","Sacramento, CA","""Sacramento--Roseville--Arden-Arcade, CA""",448,5.59757664769598,89.29,4.4972,3.4008,243100,0.0411522633744856,3.97775876817793,0.0510448375154258,68.3,0.148963936493159,0.0264162699395657,64.5
"City","Parker","Parker","CO","Denver, CO","""Denver-Aurora-Lakewood, CO""",449,9.58325683862677,96.3,3.6642,0.6952,395100,0.868011233086546,14.9549025312773,0.0508225765628956,45.8,0.0628941093514334,0.00925220555118583,56
"City","Hattiesburg","Hattiesburg","MS","Hattiesburg, MS","""Hattiesburg, MS""",450,3.63135671011566,,,,144100,-0.0693481276005548,-0.757575757575758,0.0282303955586398,0,0.204995320767181,0.0359110387281549,
"City","Utica","Utica","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",451,8.11547640903249,83.33,,,152600,0.527009222661397,6.86274509803922,0.0409633027522935,56,0.0865392334370451,0.0218932515315522,94
"City","Glen Burnie","Glen Burnie","MD","Baltimore, MD","""Baltimore-Columbia-Towson, MD""",452,1.28602900679273,,,,236600,0.126957257723233,3.49956255468067,0.0142180896027051,59,0.197222694623791,0.0636017753794108,103
"City","Lees Summit","Lees Summit","MO","Kansas City, MO","""Kansas City, MO-KS""",453,5.16522856618322,71.93,,,185000,0.48886474741988,6.44418872266974,0.0333513513513513,46.8,0.114610472197105,0.019660401284839,69
"City","Dalton","Dalton","GA","Dalton, GA","""Dalton, GA""",454,7.3297227831834,95,,,99400,0.201612903225806,5.18518518518519,0.0332193158953722,40.5,0.183709823213222,0.0211776204429082,108.5
"City","Woodstock","Woodstock","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",455,6.65871121718377,77.78,,,189700,0.636604774535809,7.41789354473386,0.0416447021613073,72.2,0.0955228029038685,0.0183749149169075,72
"City","Ashburn","Ashburn","VA","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",456,5.60492013952635,67.21,3.9516,0.9275,481200,-0.186683260734287,-0.599049783102665,-0.0103636741479635,14.5,0.116344869389337,0.0141937032604012,80
"City","Jackson","Jackson","TN","Jackson, TN","""Jackson, TN""",457,2.6060216633009,65.38,11.0381,8.6289,87600,0.689655172413793,0,0.0403995433789954,73.4,0.236651412250807,0.0339986820589044,113
"City","Watsonville","Watsonville","CA","Santa Cruz, CA","""Santa Cruz-Watsonville, CA""",458,6.66421883605654,100,7.1791,0.6411,447500,0.539204673107167,6.72549487240639,0.0326547486033519,52.1,0.108210620258813,0.0474226804123711,64.5
"City","Roswell","Roswell","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",459,8.90123003488159,90,,,323700,0.403225806451613,5.81889506374632,0.0379610750695087,34.3,0.0817917456424164,0.0120520379344386,84
"City","Lakewood","Lakewood","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",460,4.39966954286763,86.05,5.7367,1.8257,484700,0.331194369695715,4.64162348877375,0.0147101299773056,91.5,0.0737762772967971,0.0477847982131311,59
"City","Longmont","Longmont","CO","Boulder, CO","""Boulder, CO""",461,9.59977969524509,97.44,2.1741,0.6329,289200,1.26050420168067,15.4030327214685,0.0344225449515907,40.9,0.0636148628967371,0.0046477909005342,50
"City","Newnan","Newnan","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",462,4.07472002937397,85.37,,,157600,0,4.50928381962865,0.0391560913705584,71.9,0.142333556040882,0.0290029085806506,87
"City","Medford","Medford","OR","Medford, OR","""Medford, OR""",463,3.36607306774371,84.81,12.634,10.1694,212400,0.902612826603325,8.03662258392675,0.0453719397363466,72.3,0.175732827020075,0.0686506004646657,72
"City","Fort Smith","Fort Smith","AR","Fort Smith, AR","""Fort Smith, AR-OK""",464,3.58637782265467,71.43,,,105700,0.18957345971564,2.72108843537415,0.0383727530747398,12.5,0.172258937333343,0.0284936887363525,213.5
"City","Cranston","Cranston","RI","Providence, RI","""Providence-Warwick, RI-MA""",465,1.97356342941068,70.59,10.8253,3.3109,193700,0.728029121164847,1.84016824395373,0.0248064016520393,45.1,0.196283793440131,0.0580600751251104,86.5
"City","Camden","Camden","NJ","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",466,0.133100789425372,,,,63200,-0.315457413249211,-4.96240601503759,0.00666139240506336,57,0.302322452417456,0.171843565904716,140.5
"City","Melbourne","Melbourne","FL","Melbourne, FL","""Palm Bay-Melbourne-Titusville, FL""",467,3.14485037635396,81.4,,,127000,0.474683544303797,8.91938250428817,0.02548031496063,87.7,0.160983227215302,0.065530173071371,77
"City","Tustin","Tustin","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",469,6.45492931889113,94.44,5.355,1.8662,621000,0.161290322580645,1.87007874015748,0.00377938808373601,38.3,0.0706119839226271,0.0188832704382931,64.5
"City","Brooklyn Park","Brooklyn Park","MN","Minneapolis-St Paul, MN","""Minneapolis-St. Paul-Bloomington, MN-WI""",470,1.44483201762438,77.97,14.835,6.1702,181500,0.442722744881018,3.83295194508009,0.0262258953168044,85.3,0.170872598171829,0.0325324363793317,77
"City","Bloomington","Bloomington","IL","Bloomington, IL","""Bloomington, IL""",471,7.75013769047182,25,,,152700,0.659195781147001,1.59680638722555,0.0341846758349704,10.2,0.14070467998126,0.0233283423466706,109
"City","Walnut Creek","Walnut Creek","CA","San Francisco, CA","""San Francisco-Oakland-Hayward, CA""",472,9.21883605654489,97.18,0.985,0.5017,751000,0.697237865379458,7.96434732604945,0.0249014647137151,41,0.0415002466752798,0.0139576501276379,41
"City","Conyers","Conyers","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",473,3.47806131815678,70,,,120800,0.499168053244592,5.68678915135608,0.0331125827814569,91.8,0.303664206770105,0.0524123276270597,112
"City","Town 'n' Country","Town 'n' Country","FL","Tampa, FL","""Tampa-St. Petersburg-Clearwater, FL""",474,4.21424637415091,83.33,,,148100,0.885558583106267,7.39666424945613,0.0193315327481431,123.8,0.161650551867338,0.113663116350692,92
"City","Whittier","Whittier","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",475,4.35010097301267,86.84,,1.8626,471600,0.575815738963532,4.49811655218258,0.0128541136556404,85.1,0.0866499104991399,0.0424875403213376,63
"City","Milton","Milton","FL","Pensacola, FL","""Pensacola-Ferry Pass-Brent, FL""",476,1.1015237745548,66.67,,,127500,0,3.65853658536585,0.0242745098039217,72.1,0.168798098758229,0.0706471662806263,100.5
"City","Lawrence","Lawrence","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",477,1.55590233155866,90,,9.6893,208200,-0.478011472275335,13.090711569799,0.0612872238232469,83.3,0.170101724576929,0.100154541515505,71.5
"City","Eau Claire","Eau Claire","WI","Eau Claire, WI","""Eau Claire, WI""",478,7.91077657426106,91.49,5.0976,0.9596,141300,0.355113636363636,3.82072005878031,0.0268082094833688,20.7,0.0892578681894509,0.0149026180626517,73
"City","Thousand Oaks","Thousand Oaks","CA","Ventura, CA","""Oxnard-Thousand Oaks-Ventura, CA""",479,8.42573893886543,84.62,2.7667,1.4906,648200,0.0617474529175671,2.88888888888889,0.0195803764270286,36.7,0.0521273317668675,0.0208518173010665,71
"City","Upland","Upland","CA","Riverside, CA","""Riverside-San Bernardino-Ontario, CA""",480,8.26418211859739,87.88,3.9247,1.3804,499400,-0.179892064761143,2.96907216494845,0.0402282739287145,32.9,0.0798715991393346,0.0472274779203647,82
"City","Iowa City","Iowa City","IA","Iowa City, IA","""Iowa City, IA""",481,9.41068478061318,88.89,0.8697,,187300,-0.106666666666667,2.12649945474373,0.0333582487987187,9.7,0.0715866141073304,0.00142617347558979,104
"City","Scranton","Scranton","PA","Scranton, PA","""Scranton--Wilkes-Barre--Hazleton, PA""",482,0.566366807416927,54.55,16.3202,5.5949,79100,-0.252206809583859,-3.88821385176185,0.0249936788874843,64.5,0.296892048771899,0.0490330225426866,140
"City","Manteca","Manteca","CA","Stockton, CA","""Stockton-Lodi, CA""",483,7.31687167248026,88.89,6.4852,1.9946,306800,0.557194362504097,8.10429880197322,0.0773956975228163,60.5,0.140857837114696,0.0317891034937935,60
"City","Greenwood","Greenwood","IN","Indianapolis, IN","""Indianapolis-Carmel-Anderson, IN""",484,8.14393243987516,,,,151100,0.19893899204244,2.7891156462585,0.0315287888815354,0.1,0.128526850102251,0.0316260897305053,99
"City","Arlington Heights","Arlington Heights","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",485,3.82687718009914,68.82,,,310700,0.452634982217911,2.67680105750165,0.0243192790473126,66.9,0.138152213071103,0.029442582555152,100
"City","Mission","Mission","TX","McAllen, TX","""McAllen-Edinburg-Mission, TX""",486,6.08408298145768,78.26,,,110900,0.27124773960217,6.32790028763183,,58.3,0.102917347814177,0.0429876647509862,127
"City","Sumter","Sumter","SC","Sumter, SC","""Sumter, SC""",487,3.64787956673398,82.69,14.3787,8.5705,90500,-0.44004400440044,7.60998810939358,0.0437458563535911,45.2,0.163405475656773,0.0464565140411197,140.5
"City","Carson","Carson","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",488,1.8432164494217,94.12,14.3367,2.5911,431100,0.209205020920502,4.71216905513724,0.0152470424495477,110.7,0.124560609256797,0.0510904630061839,66
"City","New Braunfels","New Braunfels","TX","San Antonio, TX","""San Antonio-New Braunfels, TX""",489,9.65393794749403,86.67,,,203000,0.544824170381377,9.19849381387843,0.0397093596059113,28.4,0.0836450717520877,0.0102291759233199,106
"City","Bethlehem","Bethlehem","PA","Allentown, PA","""Allentown-Bethlehem-Easton, PA-NJ""",490,1.53295391958876,80,6.9857,6.8053,142800,0.140252454417952,-0.970873786407767,0.0116666666666667,39,0.178756173249365,0.0646656286779072,103
"City","Mountain View","Mountain View","CA","San Jose, CA","""San Jose-Sunnyvale-Santa Clara, CA""",491,9.97246190563613,100,,,1374800,1.49870801033592,24.4613434727503,0.0613194646494035,46.4,0.0168789344589014,0,37
"City","Evanston","Evanston","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",492,1.43748852579402,75.56,,,298900,-0.0334448160535117,-0.697674418604651,0.0183807293409166,69.6,0.1430931939563,0.0281434686299425,110
"City","Bellflower","Bellflower","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",493,5.23958142096567,90.48,11.2415,1.9485,419000,0.383325347388596,5.78136834132795,0.0150739856801909,86.3,0.114038389160708,0.0478547854785479,84
"City","Plant City","Plant City","FL","Tampa, FL","""Tampa-St. Petersburg-Clearwater, FL""",494,2.92913530383697,92.11,,,142200,0.851063829787234,5.25536639526277,0.0120604781997187,107.9,0.190920867159759,0.0943634206029768,94
"City","Westminster","Westminster","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",495,8.1778960895906,100,2.6441,0.3238,554300,0.253210345451257,6.08612440191388,0.0147068374526429,31.9,0.0527020075218591,0.0259398348731637,51
"City","Warner Robins","Warner Robins","GA","Warner Robins, GA","""Warner Robins, GA""",496,2.33706627501377,45.83,,,94500,0.318471337579618,-1.5625,0.0309629629629629,57.7,0.212469506815175,0.0304124503565796,113.5
"City","Covina","Covina","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",497,3.0512208555168,88.57,5.8515,3.5276,447500,0.0447127207690588,4.50723960765997,0.016145251396648,91.8,0.0673433828804346,0.0584920882562227,65
"City","Shelby Township","Shelby Township","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",498,5.69395997796952,85,,,222300,0.135135135135135,5.1063829787234,0.0360098965362123,19.2,,,91
"City","Waukegan","Waukegan","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",499,1.04093996695429,65.71,,,95900,0.418848167539267,1.48148148148148,0.0177163712200208,122.9,0.388016799246371,0.064304123610927,100
"City","Conway","Conway","AR","Little Rock, AR","""Little Rock-North Little Rock-Conway, AR""",500,7.19386818432165,85.96,4.9754,4.2179,135300,0.296515937731653,4.15704387990762,0.02790096082779,44.9,0.105837558335469,0.02018029312588,88
"City","Redmond","Redmond","WA","Seattle, WA","""Seattle-Tacoma-Bellevue, WA""",501,9.66403524876079,94.5,1.7242,1.0287,600200,0.418270035134683,8.14414414414414,0.0572225924691769,21.4,0.0612903179362125,0.0150070497257082,48
"City","High Point","High Point","NC","Greensboro, NC","""Greensboro-High Point, NC""",502,3.42114925647145,52.59,,,105400,0.0949667616334283,3.43473994111874,0.0351043643263758,43.8,0.147818483103358,0.0445175882689701,103.5
"City","Somerville","Somerville","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",503,8.72406829447402,87.5,,,520500,0.366370998843039,8.75470121186795,0.040630163304515,12.7,0.0697808165683226,0.0173038505061783,57
"City","New Britain","New Britain","CT","Hartford, CT","""Hartford-West Hartford-East Hartford, CT""",504,1.27960345144116,66.67,5.333,0.6705,130800,0.229885057471264,0.770416024653313,0.0101146788990825,69.7,0.295900881735601,0.0805944204024483,91
"City","Macon","Macon","GA","Macon, GA","""Macon, GA""",505,1.53754360198274,,,,59300,-0.836120401337793,-4.50885668276973,0.039629005059022,21,0.290869352172299,0.0442314099799658,104
"City","Maryville","Maryville","TN","Knoxville, TN","""Knoxville, TN""",506,9.195887644575,100,3.9579,1.1797,146900,0.410116199589884,6.68119099491648,0.0434581347855685,54.8,0.120510829416029,0.0190734199174127,107.5
"City","Saint George","Saint George","UT","St. George, UT","""St. George, UT""",507,2.88599228933358,78.72,,,214000,-0.0933706816059757,4.03500243072436,0.0265420560747665,57.9,0.155768986886532,0.0290286168731252,116.5
"City","Pittsburg","Pittsburg","CA","San Francisco, CA","""San Francisco-Oakland-Hayward, CA""",508,5.67651918487241,88.89,14.2896,1.825,321700,0.846394984326019,10.5878308697147,0.0431986322660864,76.4,0.172199170124481,0.0395869191049914,59
"City","Valparaiso","Valparaiso","IN","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",509,3.05213879199559,91.67,11.24,1.239,182500,-0.0547645125958379,2.58572231590781,0.0191342465753426,36.6,0.124498320523708,0.0282830051474547,73.5
"City","Largo","Largo","FL","Tampa, FL","""Tampa-St. Petersburg-Clearwater, FL""",510,2.24710850009179,75,,,130700,1.23934934159566,7.57201646090535,0.0177658760520276,82,0.159733761295054,0.079385456318245,81
"City","Redlands","Redlands","CA","Riverside, CA","""Riverside-San Bernardino-Ontario, CA""",511,8.08334863227465,96.88,7.671,2.1824,356800,0.478738383553928,4.75631238990018,0.0469366591928251,53.6,0.125388916827519,0.0232828023783287,77
"City","Oviedo","Oviedo","FL","Orlando, FL","""Orlando-Kissimmee-Sanford, FL""",512,2.1828529465761,76.67,,,252200,0.358137684042977,3.70065789473684,0.0185408406026963,71.5,0.122229019786891,0.0509067999138542,78
"City","Palm Coast","Palm Coast","FL","Daytona Beach, FL","""Deltona-Daytona Beach-Ormond Beach, FL""",513,3.46062052505967,74.19,,,171300,0.587199060481503,4.57875457875458,0.0206713368359603,70.9,0.142948016648676,0.0733268747504785,114
"City","North Charleston","North Charleston","SC","Charleston, SC","""Charleston-North Charleston, SC""",514,2.25628786487975,73.33,8.2114,3.7895,131500,0.228658536585366,7.25938009787928,0.024,44.1,0.16175534380154,0.0625803166565237,84
"City","Southfield","Southfield","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",515,5.59206902882321,75,,,120300,0.50125313283208,8.67208672086721,0.0471238570241064,111.7,0.28682132492455,0.0266148296929426,92
"City","League City","League City","TX","Houston, TX","""Houston-The Woodlands-Sugar Land, TX""",516,6.06297044244538,82.61,,,213800,0.140515222482436,8.3080040526849,0.0344855004677269,58.4,0.0607171665322285,0.0157004830917874,58
"City","Deltona","Deltona","FL","Daytona Beach, FL","""Deltona-Daytona Beach-Ormond Beach, FL""",517,5.12024967872223,83.58,,,112800,0.984780662488809,12.8,0.0375265957446809,143.9,0.280756096793103,0.0925444386099432,90
"City","Turlock","Turlock","CA","Modesto, CA","""Modesto, CA""",518,7.12318707545438,82.76,5.5105,0.5134,254600,0.354749704375246,5.95089471493966,0.0382010997643363,59.8,0.136292855604571,0.0252671207918447,64
"City","Pawtucket","Pawtucket","RI","Providence, RI","""Providence-Warwick, RI-MA""",519,2.6262162658344,92.86,8.7509,5.9093,154500,0.5859375,3.9004707464694,0.0328737864077671,53.9,0.262609253752009,0.0481790642004106,84
"City","Rochester Hills","Rochester Hills","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",520,6.53662566550395,80,,,273000,0.18348623853211,2.74745954083553,0.0259010989010988,32.7,0.0597127821433333,0.0102204910645973,81
"City","Saint Charles","Saint Charles","MO","St. Louis, MO","""St. Louis, MO-IL""",521,6.13640536074904,75,11.4136,4.4665,166900,0.663449939686369,7.95601552393273,0.0363511084481725,59.1,0.102746143979075,0.0261593478994553,75
"City","Lexington","Lexington","NC","Winston-Salem, NC","""Winston-Salem, NC""",522,5.18542316871673,68.97,10.6546,1.338,105300,-0.660377358490566,2.03488372093023,0.0400664767331433,24.8,0.131332804990457,0.0379877842730546,145
"City","Porterville","Porterville","CA","Visalia, CA","""Visalia-Porterville, CA""",523,4.70717826326418,81.25,11.0845,5.4101,152800,0.394218134034166,7.30337078651685,0.0494960732984293,41.9,0.235969951391958,0.048689138576779,99.5
"City","Folsom","Folsom","CA","Sacramento, CA","""Sacramento--Roseville--Arden-Arcade, CA""",524,8.63778226546723,88.33,1.975,1.7261,445600,0.609618424023482,5.04479019330504,0.0365754039497308,42.9,0.0930471397761117,0.0231788079470199,54
"City","Sanford","Sanford","FL","Orlando, FL","""Orlando-Kissimmee-Sanford, FL""",525,4.41619239948596,81.4,,,139200,0.796524257784214,9.43396226415094,0.0358189655172414,107.8,0.242042143957582,0.0635935401565009,93
"City","Kendall","Kendall","FL","Miami-Fort Lauderdale, FL","""Miami-Fort Lauderdale-West Palm Beach, FL""",526,3.35597576647696,74.29,,,270900,1.00671140939597,9.45454545454546,-0.00390550018456992,76.2,0.14786696926855,0.0729406396040419,96
"City","Tulare","Tulare","CA","Visalia, CA","""Visalia-Porterville, CA""",527,5.25702221406279,77.78,16.5391,3.3198,161000,0.374064837905237,9.67302452316076,0.0567142857142857,88.3,0.211763050513578,0.0372093023255814,83
"City","Baldwin Park","Baldwin Park","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",528,5.65999632825408,81.82,4.3945,2.4694,369500,0.353068984247691,3.96736072031514,0.0149824086603518,66.9,0.0836390315480558,0.0526315789473684,73
"City","Lynnwood","Lynnwood","WA","Seattle, WA","""Seattle-Tacoma-Bellevue, WA""",529,7.51331007894254,88,5.3184,3.4968,359200,0.588070568468216,9.01365705614568,0.0574387527839644,27.7,0.10900696243643,0.0378578259241611,48
