"RegionType","RegionName","City","State","Metro","CBSATitle","SizeRank","MarketHealthIndex","SellForGain","PrevForeclosed","ForeclosureRatio","ZHVI","MoM","YoY","ForecastYoYPctChange","StockOfREOs","NegativeEquity","Delinquency","DaysOnMarket"
"City","Myrtle Grove","Myrtle Grove","NC","Wilmington, NC","""Wilmington, NC""",4224,7.03965485588397,100,,,219600,0.36563071297989,5.47550432276657,0.0256193078324225,19.4,,,76
"City","Clarkesville","Clarkesville","GA","Cornelia, GA","""Cornelia, GA""",4225,9.1096016155682,50,,,155100,1.37254901960784,11.8240807498198,,4.3,0.135504885993485,0.0240384615384615,108
"City","Lindon","Lindon","UT","Provo, UT","""Provo-Orem, UT""",4226,9.69432715256104,100,,,317600,0.697526949904883,5.51495016611296,0.0414263224181359,13.9,0.121028744326778,0.01875,76
"City","Dunbar Township","Dunbar Township","PA","Pittsburgh, PA","""Pittsburgh, PA""",4227,5.64163759867817,,,,91400,-0.544069640914037,-6.25641025641026,0.00836980306345736,1.7,0.118421052631579,0,118
"City","Town of Adams","Town of Adams","MA","Pittsfield, MA","""Pittsfield, MA""",4228,0.643473471635763,0,,,130900,-0.228658536585366,1.31578947368421,0.00324675324675328,16.9,0.167097329888028,0.0463917525773196,109
"City","Carrollton","Carrollton","OH","Canton, OH","""Canton-Massillon, OH""",4229,8.01909307875895,50,,,90900,1.79171332586786,9.78260869565217,0.0321782178217822,0,0.155833985904464,0.0402010050251256,83
"City","Town of Waterford","Town of Waterford","NY","Albany, NY","""Albany-Schenectady-Troy, NY""",4230,5.18725904167432,100,,,172600,0.935672514619883,4.47941888619855,0.0158574739281576,94.5,0.118050789293068,0.0465116279069767,108
"City","Saint Amant","Saint Amant","LA","Baton Rouge, LA","""Baton Rouge, LA""",4231,8.29722783183404,,,,163900,0.737553779963122,4.32845321451305,0.037882855399634,23.5,0.203663793103448,0.0105820105820106,82.5
"City","Chestnut Ridge","Chestnut Ridge","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",4232,4.84945841747751,93.33,,,421500,0.596658711217184,8.4383843581168,0.0104033214709371,38.5,,,131
"City","Town of Hanson","Town of Hanson","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",4233,6.24196805581054,100,,11.1697,322900,1.000938379731,7.38277352843365,0.0265531124187055,31.8,0.0912466843501326,0.0813953488372093,84
"City","Absecon","Absecon","NJ","Atlantic City, NJ","""Atlantic City-Hammonton, NJ""",4234,0.0725169818248577,,,,160000,-0.805951642901426,-4.98812351543943,-0.0195062499999999,78.4,0.295967190704033,0.152424942263279,161
"City","Grimes","Grimes","IA","Des Moines, IA","""Des Moines-West Des Moines, IA""",4235,8.0080778410134,71.43,,2.0107,195500,0.410888546481767,4.93827160493827,0.0281534526854219,32.9,0.0910990388633514,0.00917431192660551,92.5
"City","Lake Park","Lake Park","FL","Miami-Fort Lauderdale, FL","""Miami-Fort Lauderdale-West Palm Beach, FL""",4236,5.44978887460988,100,,,167000,1.08958837772397,13.1436314363144,0.00799401197604799,141.8,0.174565560821485,0.0542986425339367,98
"City","Triangle","Triangle","VA","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4237,2.74463007159905,100,,8.4037,292700,-0.136472193790515,2.37845400489682,-0.00432866416125721,30.5,0.240407204385278,0.0358306188925081,73
"City","Mount Rainier","Mount Rainier","MD","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4238,2.10574628235726,,,,289000,1.5817223198594,6.17193240264511,0.0043391003460207,69.1,0.179597701149425,0.048,98
"City","Caln Township","Caln Township","PA","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",4239,5.38920506700936,70,5.3205,3.2938,190400,1.11524163568773,2.25563909774436,0.0158245798319328,39.6,,,100
"City","Niagara","Niagara","NY","Buffalo, NY","""Buffalo-Cheektowaga-Niagara Falls, NY""",4240,5.54617220488342,100,,3.259,115200,0.875656742556918,-3.19327731092437,0.0229427083333333,45.2,,,101
"City","Southampton Township","Southampton Township","PA","Chambersburg, PA","""Chambersburg-Waynesboro, PA""",4241,8.91408114558473,100,,,161700,0.747663551401869,-0.123533045089561,,4.1,0.126747720364742,0.0407673860911271,122
"City","Plainville","Plainville","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",4242,6.3778226546723,100,,11.7255,339300,0.712377560106857,2.63157894736842,0.0253315649867374,21.9,0.0722145804676754,0.0571428571428571,77
"City","Castle Shannon","Castle Shannon","PA","Pittsburgh, PA","""Pittsburgh, PA""",4243,7.60234991738572,100,,1.9724,119200,0.4212299915754,3.11418685121107,0.0207466442953019,17.6,0.0601194921583271,0.0434782608695652,88
"City","Middle Township","Middle Township","NJ","Ocean City, NJ","""Ocean City, NJ""",4244,1.09509821920323,64.29,5.9342,5.0108,210800,0.333174678724417,-3.70031978072179,-0.020365275142315,43.6,0.129820542191676,0.155882352941176,164
"City","Orlovista","Orlovista","FL","Orlando, FL","""Orlando-Kissimmee-Sanford, FL""",4245,3.57719845786672,100,,,78000,-0.128040973111396,0.128369704749679,0.0220384615384615,125.3,,,94
"City","Saint Anthony","Saint Anthony","MN","Minneapolis-St Paul, MN","""Minneapolis-St. Paul-Bloomington, MN-WI""",4246,5.89315219386818,93.75,10.7895,,238000,0.337268128161889,5.17012814847548,0.0245672268907564,27.4,,,76
"City","Florence-Roebling","Florence-Roebling","NJ","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",4247,0.389205067009363,,,,154600,0.129533678756477,1.31061598951507,0.0129818887451487,55.6,0.183980244386158,0.132768918002061,123.5
"City","Marlton","Marlton","MD","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4248,0.796768863594639,,,,253600,0.915240748109829,1.11642743221691,-0.00397476340694003,73.2,,,98
"City","Tuckahoe","Tuckahoe","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",4249,2.53993023682761,,,,513500,-0.407292474786656,-1.40168970814132,0.0148354430379747,5.5,0.0771929824561403,0.0303030303030303,132
"City","Flowood","Flowood","MS","Jackson, MS","""Jackson, MS""",4250,6.19974297778594,,,,163000,0.307692307692308,1.875,0.028079754601227,6.3,0.147305389221557,0.032520325203252,99.5
"City","Huron","Huron","OH","Sandusky, OH","""Sandusky, OH""",4251,3.82412337066275,73.68,3.0956,2.0782,149100,-0.0670241286863271,-3.3700583279326,0.0239637826961772,22.5,0.107462686567164,0.0277777777777778,70.5
"City","Coloma Township","Coloma Township","MI","Niles, MI","""Niles-Benton Harbor, MI""",4252,5.78850743528548,,,,118700,0.168776371308017,6.84068406840684,0.03424599831508,3.8,0.120535714285714,0.0617283950617284,83.5
"City","Morganville","Morganville","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",4253,4.83936111621076,,,,510700,0.21585557299843,1.26908586159032,0.0102193068337575,11.4,0.0553284273644045,0.103448275862069,118
"City","Lenoir City","Lenoir City","TN","Knoxville, TN","""Knoxville, TN""",4254,6.0391040939967,93.33,7.0896,3.6613,91100,1.10987791342952,11.9164619164619,0.0258726673984633,83.6,0.131721261065885,0.0143609583769226,71.5
"City","Clermont","Clermont","FL","Orlando, FL","""Orlando-Kissimmee-Sanford, FL""",4255,2.83183403708463,88.37,,,206000,0.389863547758285,6.07621009268795,0.029985436893204,76.2,0.134575976426449,0.0659561587030169,87
"City","Willcox","Willcox","AZ","Sierra Vista, AZ","""Sierra Vista-Douglas, AZ""",4256,2.65375436019827,,,,98600,0.81799591002045,-2.85714285714286,,141.9,0.16289592760181,0.0416666666666667,120
"City","Haledon","Haledon","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",4257,1.98274279419864,,,,227200,0.486510393631137,-7.41646291768541,-0.0115977112676057,22.2,,,135
"City","Highland Heights","Highland Heights","OH","Cleveland, OH","""Cleveland-Elyria, OH""",4258,7.74187626216266,,,,258200,0.388802488335925,4.95934959349593,0.0310883036405887,5.8,,,83
"City","Princess Anne","Princess Anne","MD","Salisbury, MD","""Salisbury, MD-DE""",4259,0.501193317422434,60,,5.359,95000,0.849256900212314,-5.66037735849057,-0.0198526315789473,66.5,0.286967418546366,0.0480349344978166,133
"City","Berkeley","Berkeley","MO","St. Louis, MO","""St. Louis, MO-IL""",4260,0.791261244721865,100,,6.9995,54300,0.555555555555556,-2.51346499102334,0.013646408839779,81.9,0.427989130434783,0.0523809523809524,74
"City","Des Peres","Des Peres","MO","St. Louis, MO","""St. Louis, MO-IL""",4261,8.39911878098036,100,,1.8005,384400,0.470465237846315,4.39978272677892,0.0267143600416233,18.8,0.0582213691618682,0.010989010989011,65
"City","Spotswood","Spotswood","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",4262,1.42188360565449,75,5.2098,8.3372,273700,0.329912023460411,-1.6882183908046,0.01,55.2,0.108769544527532,0.14375,127
"City","Martinsville","Martinsville","IN","Indianapolis, IN","""Indianapolis-Carmel-Anderson, IN""",4263,4.57407747383881,,,,81500,0.2460024600246,-0.972053462940462,0.020159509202454,5.6,0.148896631823461,0.0421216848673947,99
"City","Bedminster","Bedminster","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",4264,4.64292270974849,,,,332800,0.483091787439614,-0.0900630441308916,0.00338040865384626,13.1,0.0731589147286822,0.0132450331125828,89
"City","Rockcreek","Rockcreek","OR","Portland, OR","""Portland-Vancouver-Hillsboro, OR-WA""",4265,8.53221957040573,88.89,4.5961,3.8275,366300,0.85352422907489,8.88822829964328,0.0478624078624079,19.7,,,53
"City","La Pine","La Pine","OR","Bend, OR","""Bend-Redmond, OR""",4266,3.23297227831834,72.73,6.1111,13.6677,178800,1.41803743618832,13.7404580152672,0.0300447427293065,74,0.166240409207161,0.0538461538461538,87
"City","Bradley","Bradley","IL","Kankakee, IL","""Kankakee, IL""",4267,2.96952450890398,100,,,94500,0.853788687299893,-8.34141610087294,0.0312380952380953,73.4,0.26614481409002,0.0441176470588235,107
"City","Old Forge","Old Forge","PA","Scranton, PA","""Scranton--Wilkes-Barre--Hazleton, PA""",4268,2.35909675050487,50,,4.9448,107800,0,2.47148288973384,0.0191372912801484,29.4,0.21795989537925,0.052,135
"City","River Grove","River Grove","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",4269,4.74022397650083,100,,,172000,1.23602118893467,3.7394451145959,0.0276453488372093,146.4,0.282193958664547,0.0704225352112676,109
"City","Hampton Bays","Hampton Bays","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",4270,2.62070864696163,,,,444500,0.24808299503834,1.09165340004549,0.0120854893138358,26.7,0.0976941747572816,0.136645962732919,167
"City","Monmouth","Monmouth","OR","Salem, OR","""Salem, OR""",4271,6.95612263631357,85.71,,,203500,0.444225074037512,6.15545122587376,0.0491990171990171,24.5,0.112690355329949,0.045045045045045,89.5
"City","Waller","Waller","WA","Seattle, WA","""Seattle-Tacoma-Bellevue, WA""",4272,4.98164127042409,100,,5.7488,272200,0.777489818585709,2.023988005997,0.0386737692872887,47.4,0.149885583524027,0.0687022900763359,72
"City","Hillsboro","Hillsboro","MO","St. Louis, MO","""St. Louis, MO-IL""",4273,3.72498623095282,86.67,8.75,2.2062,158000,0.317460317460317,0.0633312222925903,0.0214113924050634,39.3,0.181141921175831,0.0239613477799038,101.5
"City","Camden","Camden","TN",,,4274,1.27409583256839,72.73,,,68600,-0.579710144927536,-7.67160161507402,,9.1,0.216911764705882,0.0169491525423729,
"City","Greenville","Greenville","WI","Appleton, WI","""Appleton, WI""",4275,9.38314668624931,90.91,,,198800,0.201612903225806,4.85232067510549,0.0335814889336017,17.2,0.0675469781615033,0.0150375939849624,97
"City","Lower Township","Lower Township","NJ","Ocean City, NJ","""Ocean City, NJ""",4276,1.43473471635763,72.22,,7.4256,242100,0.0413223140495868,1.25470514429109,-0.00829409334985542,26.5,0.112915129151292,0.130718954248366,147
"City","Bellport","Bellport","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",4277,0.437855700385533,,,,247100,0.56980056980057,0.324807145757207,0.0023027114528531,118.2,0.203478260869565,0.153846153846154,167
"City","Jackson Township","Jackson Township","PA","Lebanon, PA","""Lebanon, PA""",4278,6.09050853680925,,,,166600,0.120192307692308,-0.299222022740874,0.0188535414165667,5.5,0.0941117262204328,0.0320855614973262,116.5
"City","Town of Newfane","Town of Newfane","NY","Buffalo, NY","""Buffalo-Cheektowaga-Niagara Falls, NY""",4279,6.44483201762438,100,,,105400,0.668576886341929,-0.283822138126774,0.0275711574952562,22,0.0828630279746221,0.0721220376424123,101
"City","Park Forest Village","Park Forest Village","PA","State College, PA","""State College, PA""",4280,9.88525794015054,100,,,257000,0.86342229199372,6.63900414937759,0.0300817120622567,4.6,0.105676855895197,0.00413223140495868,81
"City","Hurricane","Hurricane","UT","St. George, UT","""St. George, UT""",4281,3.64237194786121,75,,,194700,0.154320987654321,4.79009687836383,0.0270210580380073,81.8,0.16609505144537,0.0206489675516224,81
"City","Georgetown","Georgetown","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",4282,5.4029741141913,100,,7.8493,438600,0.343170899107756,7.47365841705464,0.0286183310533517,29.1,0.0412844036697248,0.0952380952380952,75
"City","Upper Saddle River","Upper Saddle River","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",4283,2.33890214797136,80,,,856500,0.163723541106303,-0.994104727777136,0.0107483946293052,29.1,0.0605381165919282,0.0833333333333333,123
"City","Pleasant Hill","Pleasant Hill","IA","Des Moines, IA","""Des Moines-West Des Moines, IA""",4284,5.51312649164678,85.71,,5.2364,174400,0.287521564117309,2.2274325908558,0.0261869266055046,47.4,0.09619140625,0.0304568527918782,103
"City","Pebble Creek","Pebble Creek","FL","Tampa, FL","""Tampa-St. Petersburg-Clearwater, FL""",4286,1.52928217367358,85.71,,,225400,0.177777777777778,1.21239335428828,0.00381100266193424,130.8,,,91.5
"City","New Richmond","New Richmond","OH","Cincinnati, OH","""Cincinnati, OH-KY-IN""",4287,1.92583073251331,80,14.0152,4.0679,156900,0,1.6850291639663,0.0251370299553857,42.9,0.124822695035461,0.0397727272727273,83
"City","Leesburg","Leesburg","FL","Orlando, FL","""Orlando-Kissimmee-Sanford, FL""",4288,3.4330824306958,74.19,,,136000,0.443131462333826,3.65853658536585,0.0246617647058824,88.4,0.135093564823295,0.0625304393413347,131
"City","Kingston","Kingston","WA","Bremerton, WA","""Bremerton-Silverdale, WA""",4289,2.9025151459519,71.43,10.3205,3.6049,334900,0.119581464872945,7.06521739130435,0.0442161839355031,51.1,0.109322033898305,0.0775193798449612,74
"City","Addison","Addison","TX","Dallas-Fort Worth, TX","""Dallas-Fort Worth-Arlington, TX""",4290,9.63741509087571,83.33,,3.6311,302100,1.30784708249497,12.9768137621541,0.0594538232373387,24.3,0.0694736842105263,0,56
"City","Vinings","Vinings","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",4291,9.02147971360382,71.43,,,443900,1.57894736842105,9.41582450086271,0.037431854021176,33,0.168257334747261,0.0147058823529412,119
"City","Youngsville","Youngsville","NC","Raleigh, NC","""Raleigh, NC""",4292,3.50376353956306,62.5,11.0707,4.3415,171200,0.116959064327485,3.07043949428055,0.0360046728971963,42.1,0.0886771711249542,0.0247933884297521,84
"City","Bellevue","Bellevue","PA","Pittsburgh, PA","""Pittsburgh, PA""",4293,3.45144116027171,75,,7.3697,114900,0.789473684210526,1.68141592920354,0.0177110530896432,41.5,0.077710386656558,0.0390243902439024,88
"City","Town of Litchfield","Town of Litchfield","CT","Torrington, CT","""Torrington, CT""",4294,1.00789425371764,,,,277000,-0.18018018018018,-6.03799185888738,,29.4,0.139898876422709,0.0339998707955373,115.5
"City","Santa Fe","Santa Fe","TX","Houston, TX","""Houston-The Woodlands-Sugar Land, TX""",4295,5.43510189094915,87.5,,,149100,0.268997982515131,-0.200803212851406,0.0371227364185112,48,0.0723103638653537,0.00584433009499224,74
"City","Pine Hill","Pine Hill","NJ","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",4296,0.67376537543602,,,,127400,0,-1.54559505409583,0.00605180533751959,82.4,,,140.5
"City","Winchester","Winchester","TN","Tullahoma, TN","""Tullahoma-Manchester, TN""",4297,4.70626032678539,75,,,134500,0.448095593726662,0.523168908819133,,31.3,0.11333714939897,0.0151515151515152,111
"City","Beecher","Beecher","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",4298,0.224894437304938,0,,,157300,-0.316856780735108,-3.08071472581639,0.0098410680228862,122.9,0.250489236790607,0.04296875,118
"City","Jersey Village","Jersey Village","TX","Houston, TX","""Houston-The Woodlands-Sugar Land, TX""",4299,9.59427207637231,100,,,252700,0.557103064066852,8.82859603789836,0.0447368421052632,16.7,0.0548213125984368,0.011545169740501,68
"City","Collingswood","Collingswood","NJ","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",4300,3.8975582889664,,,,227900,0.0878348704435661,1.60499331252786,0.0175998244844231,21.8,0.113269674020415,0.0813953488372093,140.5
"City","North Londonderry","North Londonderry","PA","Lebanon, PA","""Lebanon, PA""",4301,6.0170736185056,,,,187600,-0.159659393294305,-0.424628450106157,0.0202718550106611,2.1,0.0747495504752119,0.0343642611683849,116.5
"City","Palm Beach","Palm Beach","FL","Miami-Fort Lauderdale, FL","""Miami-Fort Lauderdale-West Palm Beach, FL""",4302,6.54121534789793,84.85,,,815700,1.67019818023183,16.6118656182988,0.00640186343018256,55,0.143045484508899,0.032258064516129,178
"City","Brigantine","Brigantine","NJ","Atlantic City, NJ","""Atlantic City-Hammonton, NJ""",4303,1.38975582889664,,,,298200,-0.0335232986925914,-3.08742281442964,-0.0147518443997318,31.8,0.116704805491991,0.104575163398693,208
"City","Honea Path","Honea Path","SC","Greenville, SC","""Greenville-Anderson-Mauldin, SC""",4304,7.71984578667156,80,,2.1718,91800,2.11345939933259,8.76777251184834,0.0180718954248367,36.6,0.0978552278820375,0.0273972602739726,106
"City","West Long Branch","West Long Branch","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",4305,1.78905819717276,,,,396200,-0.226643162931252,-1.44278606965174,0.00107016658253412,12.2,0.0599613152804642,0.0806451612903226,120
"City","Lebanon Township","Lebanon Township","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",4307,7.99706260326785,,,,336100,0.598623166716552,2.9718137254902,0.0122523058613508,18.8,0.0823970037453184,0.0340909090909091,135
"City","Greensburg","Greensburg","IN","Greensburg, IN","""Greensburg, IN""",4308,4.47310446117129,,,,102600,-2.37868696479543,3.32326283987915,,0,0.156135344476152,0.031331592689295,
"City","Otsego","Otsego","MI","Holland, MI","""Holland, MI""",4309,4.66311731228199,,,,108600,0.929368029739777,1.78069353327085,0.0244198895027625,11.1,0.171326164874552,0.0334728033472803,91
"City","St. Stephens","St. Stephens","NC","Hickory, NC","""Hickory-Lenoir-Morganton, NC""",4310,4.40976684413439,85.71,,,98700,0.203045685279188,-1.3,0.0155217831813577,18.1,,,117
"City","Winters","Winters","CA","Sacramento, CA","""Sacramento--Roseville--Arden-Arcade, CA""",4311,8.60840829814577,100,,,338300,0.207345971563981,10.8453473132372,0.048507242092817,42,0.0916580844490216,0.0224719101123596,62
"City","Chamblee","Chamblee","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",4312,5.94914631907472,80,,,291900,0.137221269296741,6.18406693343034,0.0440253511476534,56.6,0.120886727710952,0.0155946297312568,81
"City","Hardyston","Hardyston","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",4313,0.354323480815128,33.33,,,224800,0.491729995529727,2.83623055809698,0.0105293594306051,64.3,0.26037390447758,0.109305561299132,132.5
"City","Wasilla","Wasilla","AK","Anchorage, AK","""Anchorage, AK""",4314,9.09399669542868,,,,225400,0.625,1.71480144404332,0.0487710736468501,6.6,,,72
"City","Madison Township","Madison Township","MI","Adrian, MI","""Adrian, MI""",4315,3.44593354139894,66.67,,,101600,1.29611166500499,8.77944325481799,,265.3,0.21259842519685,0.037037037037037,97
"City","Belton","Belton","SC","Greenville, SC","""Greenville-Anderson-Mauldin, SC""",4316,4.67505048650633,75,17.0455,5.8619,91200,2.58717660292463,11.219512195122,0.0291995614035088,33.2,0.120434353405726,0.0573770491803279,106
"City","Bushnell","Bushnell","FL","The Villages, FL","""The Villages, FL""",4317,1.15292821736736,60,,,109600,0.182815356489945,-0.363636363636364,,90.3,0.169779286926995,0.06,113
"City","Upper Makefield","Upper Makefield","PA","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",4318,5.12942904351019,84.62,,,593600,0.388973448334179,3.45067967933078,0.020779986522911,14.7,0.0508670520231214,0.0454545454545455,106.5
"City","Statham","Statham","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",4319,5.17257205801359,50,,,129900,0.231481481481481,6.12745098039216,0.0375827559661277,51.1,0.151239669421488,0.0382513661202186,93
"City","Pearl River","Pearl River","LA","New Orleans, LA","""New Orleans-Metairie, LA""",4320,1.7367358178814,,,,135700,-0.293901542983101,-17.4071819841753,,,0.146031746031746,0.0260869565217391,100
"City","Ligonier Township","Ligonier Township","PA","Pittsburgh, PA","""Pittsburgh, PA""",4321,5.30016522856618,100,,,141900,-0.490883590462833,2.67727930535456,0.0193305144467935,21.7,0.15125772431263,0.029400457521665,102
"City","Spring City","Spring City","TN","Dayton, TN","""Dayton, TN""",4322,7.93647879566734,80,,,140600,0.50035739814153,7.98771121351766,,30.6,0.103194103194103,0,117
"City","Girard Township","Girard Township","PA","Erie, PA","""Erie, PA""",4323,5.72700569120617,,,,120100,0,-2.03915171288744,0.0121565362198168,9.6,0.0438448566610455,0.0384615384615385,100
"City","High Springs","High Springs","FL","Gainesville, FL","""Gainesville, FL""",4324,1.87259041674316,75,,,145000,0.276625172890733,3.71959942775393,0.00111724137931035,57.9,0.182174338883448,0.0645161290322581,137
"City","Nesbit","Nesbit","MS","Memphis, TN","""Memphis, TN-MS-AR""",4325,9.58142096566918,,,,167200,0.783604581072936,9.13838120104439,0.0515610047846891,0,0.199813258636788,0.0373831775700935,90
"City","Oak Grove","Oak Grove","MO","Kansas City, MO","""Kansas City, MO-KS""",4326,7.21681659629154,100,,,115800,1.31233595800525,6.92520775623269,0.0255785837651124,58.9,0.173423423423423,0.0303030303030303,85
"City","East York","East York","PA","York, PA","""York-Hanover, PA""",4327,3.65522305856435,75,11.375,1.7117,141200,0.56980056980057,0.21291696238467,0.0165084985835695,27.6,0.150281888653982,0.0375146541617819,100
"City","Swansea","Swansea","IL","St. Louis, MO","""St. Louis, MO-IL""",4328,1.32825408481733,57.14,,,144800,-0.275482093663912,2.11565585331453,0.0170994475138122,50.1,0.298820445609436,0.0358187134502924,121
"City","Fairview Shores","Fairview Shores","FL","Orlando, FL","""Orlando-Kissimmee-Sanford, FL""",4329,7.44262897007527,100,,,150300,0.535117056856187,7.51072961373391,0.0287624750499003,89.5,,,79
"City","Blaine","Blaine","WA","Bellingham, WA","""Bellingham, WA""",4330,4.82467413255003,68.75,3.4626,,249900,0.522928399034594,3.47826086956522,0.0132212885154062,33.6,0.123622424532822,0.0348837209302326,105
"City","Riverside","Riverside","NJ","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",4331,0.121167615201028,,,,141500,0.0707213578500707,-4.06779661016949,0.00714487632508831,78.4,,,123.5
"City","Latrobe","Latrobe","PA","Pittsburgh, PA","""Pittsburgh, PA""",4332,6.96897374701671,60,,2.672,96400,0.312174817898023,7.95072788353863,0.0289730290456431,25.8,,,102
"City","Charlton","Charlton","MA","Worcester, MA","""Worcester, MA-CT""",4333,4.35469065540665,100,,13.6012,272700,0.441988950276243,4.64313123561013,0.0219288595526219,24.9,0.0818536162841057,0.0687830687830688,83
"City","Highland","Highland","UT","Provo, UT","""Provo-Orem, UT""",4334,8.86910225812374,66.67,,,431100,1.03116943988751,3.82947976878613,0.0437740663419159,19.9,,,76
"City","Croton-on-Hudson","Croton-on-Hudson","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",4335,5.88856251147421,,,,481600,1.02790014684288,5.79964850615114,0.00503114617940192,9.7,0.077377753895755,0.0555555555555556,132
"City","Brighton Township","Brighton Township","PA","Pittsburgh, PA","""Pittsburgh, PA""",4336,6.85055994125207,,,,176500,0.857142857142857,1.8465089440277,0.0136827195467422,1.9,0.0764080346593147,0.0309278350515464,89
"City","Brooklyn","Brooklyn","CT","Worcester, MA","""Worcester, MA-CT""",4337,1.27868551496236,100,,10.3472,196200,0.358056265984655,4.69583778014941,0.0199286442405708,54.8,0.19665907365224,0.0888030888030888,102
"City","Chevy Chase","Chevy Chase","MD","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",4338,9.01505415825225,100,,1.7129,1062700,0.216899283289325,4.25782399686059,4.79909664063971e-05,8,,,92
"City","Mahopac","Mahopac","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",4339,3.32935560859189,71.43,,,323100,0.716957605985037,4.80051897502433,0.0151593933766636,24.7,,,153.5
"City","Chappaqua","Chappaqua","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",4340,3.21369561226363,,,,785000,1.01660018015699,-2.66584004959702,-0.00427770700636942,13.2,0.0641153081510934,0.0542635658914729,132
"City","Carnegie","Carnegie","PA","Pittsburgh, PA","""Pittsburgh, PA""",4341,4.61446667890582,93.33,,5.1763,101300,0.695825049701789,-0.393313667649951,0.0120138203356368,29.4,0.103448275862069,0.02,88
"City","Ridgeville","Ridgeville","SC","Charleston, SC","""Charleston-North Charleston, SC""",4342,2.78685514962365,50,,3.1407,172400,-0.0579710144927536,-1.93401592718999,0.0137819025522041,13.1,0.120240480961924,0.0333333333333333,97
"City","Old Saybrook","Old Saybrook","CT","Hartford, CT","""Hartford-West Hartford-East Hartford, CT""",4343,2.31411786304388,71.43,2.5926,7.4038,359200,-0.305301137940605,-1.12854390311038,0.00687360801781733,86.5,0.0490642387455741,0.0309278350515464,111
"City","Meadow Lakes","Meadow Lakes","AK","Anchorage, AK","""Anchorage, AK""",4344,8.06866164861392,,,,214200,-0.0932835820895522,2.93128303700144,0.0528991596638655,1.5,,,72
"City","Harrisburg","Harrisburg","NC","Charlotte, NC","""Charlotte-Concord-Gastonia, NC-SC""",4345,6.27501376904718,75,3.8081,4.1696,224600,0.357462019660411,0.58217644424541,0.0193054318788959,45.7,0.106309420916162,0.024390243902439,110
"City","Pleasant Hills","Pleasant Hills","PA","Pittsburgh, PA","""Pittsburgh, PA""",4346,3.54966036350285,100,,,148800,0.337154416722859,-2.16962524654832,0.0104569892473119,22.2,,,88
"City","Amherst","Amherst","OH","Cleveland, OH","""Cleveland-Elyria, OH""",4347,4.23076923076923,,,,138000,0.290697674418605,2.07100591715976,0.0257753623188406,25.3,0.145411203814064,0.0442622950819672,86
"City","Davidsonville","Davidsonville","MD","Baltimore, MD","""Baltimore-Columbia-Towson, MD""",4348,4.73838810354323,,,,590800,0.186535526538918,3.72191011235955,0.00844617467840214,38.9,0.0886806056236482,0.032520325203252,103
"City","Whitney","Whitney","TX",,,4349,9.7870387369194,,,,97000,0.726895119418484,9.72850678733032,,1.2,0.107142857142857,0.0317460317460318,
"City","Millstone Township","Millstone Township","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",4350,0.931705525977602,,,,518400,0.115874855156431,-1.92962542565267,0.000285493827160588,43.3,0.0650665104829493,0.125509220837257,120
